id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,Rood,Groen,Blauw,Geel,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
325,Makerspace,"Makerspace, uitvinden, engineering, design thinking, storytelling",In deze module bedenken studenten een oplossing voor een maatschappelijk probleem. Vervolgens gaan zij dit ontwerpen en realiseren. Dat doen ze onder begeleiding van verschillende docenten en instructeurs die ze de engineeringvaardigheden aanleren die ze nodig hebben om tot het resultaat te komen. Dit doen ze in een inspirerende omgeving waar ze alle materialen voorhanden hebben.,In deze module bedenken studenten een oplossing voor een maatschappelijk probleem. Vervolgens gaan zij dit ontwerpen en realiseren. Dat doen ze onder begeleiding van verschillende docenten en instructeurs die ze de engineeringvaardigheden aanleren die ze nodig hebben om tot het resultaat te komen. Dit doen ze in een inspirerende omgeving waar ze alle materialen voorhanden hebben.,15,Breda,101,NLQF6,"De student vindt een oplossing voor een groot maatschappelijk probleem uit. Daarvoor doet zij engineeringsvaardigheden op, die ze deels zelfstandig ontwikkelt. Het product wordt met Design Thinking ontworpen. De student pitched het product voor een investeerder.",,,,,"['makerspace', 'uitvinden', 'engineering', 'design', 'thinking', 'storytelling']",0.54,297,5,77,2025-10-29
326,Operationeel procesadvies (1.3 TBK),,"Studenten leren om problemen in operationele, primaire bedrijfsprocessen te analyseren. Hierbij worden diverse kwalitatieve en kwantitatieve modellen ingezet.","Studenten leren om problemen in operationele, primaire bedrijfsprocessen te analyseren. Hierbij worden diverse kwalitatieve en kwantitatieve modellen ingezet.",15,Tilburg,101,NLQF5,"De student analyseert een probleem en communiceert naar de afdelingsleider van een organisatie middels een onderbouwde rapportage over de oorzaken van een probleem van operationele, primaire processen waarbij gebruik gemaakt wordt van geschikte kwantitatieve modellen",,,,,[],0.93,224,5,53,2025-10-26
327,Analyseren van software en infrastructuur (1.3 BIM),,"In deze module leer je de software en infrastructuur inrichting van een organisatie kennen adviseer je een organisatie bij de aanschaf van een nieuw (software) pakket alsmede de impact die dit heeft op de bestaande organisatie (processen, infrastructuur en andere software).","In deze module leer je de software en infrastructuur inrichting van een organisatie kennen adviseer je een organisatie bij de aanschaf van een nieuw (software) pakket alsmede de impact die dit heeft op de bestaande organisatie (processen, infrastructuur en andere software).",15,Breda,101,NLQF5,"De student en de projectgroep adviseren een managementteam van verschillende organisaties middels analyse van het IT landschap en informatievoorziening, waar duurzame verbeteringen mogelijk zijn waarbij gebruik wordt gemaakt van relevante standaarden, methoden, prototypes en modellen.  ",,,,,[],0.93,456,2,73,2025-10-29
328,Asset characteristics (1.3 IEM),,Nog niet bekend,Nog niet bekend,15,Breda,101,NLQF5,Nog niet bekend,,,,,[],0.46,351,2,73,2025-12-18
329,Aerospace Engineering & maintenance,,"Today, the aerospace industry in the world is growing very rapidly and considered one of the major driving forces behind technology development. In most industrial countries it is also a cooperation of public and private industries with an international character and English as communication medium. The Netherlands (and the European Union) has a great need for technically trained people in the aviation industry and the aim of the minor Aerospace Engineering & Maintenance is to expose students to this industry and its main engineering elements. The minor is conducted in English and open for international students and the Erasmus Exchange Program. The minor is developed and deployed within the Academy of Engineering and ICT (AE&I) in Breda in close collaboration with the industry and research institutes.","Today, the aerospace industry in the world is growing very rapidly and considered one of the major driving forces behind technology development. In most industrial countries it is also a cooperation of public and private industries with an international character and English as communication medium. The Netherlands (and the European Union) has a great need for technically trained people in the aviation industry and the aim of the minor Aerospace Engineering & Maintenance is to expose students to this industry and its main engineering elements. The minor is conducted in English and open for international students and the Erasmus Exchange Program. The minor is developed and deployed within the Academy of Engineering and ICT (AE&I) in Breda in close collaboration with the industry and research institutes.",30,Breda,101,NLQF6,"After the program you will have gained insight into the world of aerospace through both company visits and introductions to subjects like aerodynamics and flight mechanics, maintenance management, aviation legislation (certification) as well as human factors & safety (attitude and behavior).",,,,,[],0.62,60,2,22,2025-11-09
330,Urban innovation,,"Are you interested in experiencing what it would be like to advise clients in the field of innovation and urban renewal? Then choose the Urban Innovation minor! As an Urban Innovation Consultant, you will be solving issues in a multidisciplinary team with the goal of making cities inclusive, smart, resilient and sustainable.","Are you interested in experiencing what it would be like to advise clients in the field of innovation and urban renewal? Then choose the Urban Innovation minor! As an Urban Innovation Consultant, you will be solving issues in a multidisciplinary team with the goal of making cities inclusive, smart, resilient and sustainable.",30,Breda,101,NLQF6,"After successfully completing this programme, you will be able to:
•	apply multidisciplinary expertise, both independently and as a team
•	apply research methods
•	analyse specific problems in the professional practice
•	manage a consulting process
•	direct the development of your skills, knowledge and attitude",,,,,[],0.5,162,5,78,2025-12-10
331,Innovatiemanagement,,"Het centrale thema van deze minor heeft betrekking op technologie en innovatie van nieuwe producten/diensten en processen binnen bestaande en nieuwe organisatie en de mogelijkheden van innovatie om verbeteringen in de bedrijfsvoering van organisaties door te voeren. Innovatie of vernieuwing is het invoeren van nieuwe ideeën, goederen, diensten en processen. Innovatie kan plaatsvinden binnen organisaties maar ook binnen bredere verbanden. Het proces van innovatie draait om dingen op een nieuwe (en zo mogelijk ook betere) manier aan te pakken.","Het centrale thema van deze minor heeft betrekking op technologie en innovatie van nieuwe producten/diensten en processen binnen bestaande en nieuwe organisatie en de mogelijkheden van innovatie om verbeteringen in de bedrijfsvoering van organisaties door te voeren. Innovatie of vernieuwing is het invoeren van nieuwe ideeën, goederen, diensten en processen. Innovatie kan plaatsvinden binnen organisaties maar ook binnen bredere verbanden. Het proces van innovatie draait om dingen op een nieuwe (en zo mogelijk ook betere) manier aan te pakken.",30,Tilburg,101,NLQF6,"Een student die de minor Innovatie Management heeft afgerond moet in een groeiend, innoverend en product ontwikkelend of dienstverlenende (internationale) organisatie op verschillende aspecten bij kunnen dragen aan het innovatieproces.",,,,,[],0.49,195,3,69,2025-10-03
332,"Software engineering, kwaliteit en testen",,"Kies je voor deze minor, dan heeft de theorie en praktijk van het bouwen en testen van grootschalige software systemen geen geheimen meer voor jou. Je leert welke kwaliteitsaspecten van belang zijn bij het ontwikkelen en beheren van software. Tevens ga je aan de slag met veel verschillende test methodieken en test tools. De focus van de minor ligt op kwaliteit binnen de gehele Software Development Life Cycle (SDLC). De minor leert je grip te krijgen op zaken als beheersbaarheid, kwaliteit en testen bij het ontwikkelen van complexe informatiesystemen.","Kies je voor deze minor, dan heeft de theorie en praktijk van het bouwen en testen van grootschalige software systemen geen geheimen meer voor jou. Je leert welke kwaliteitsaspecten van belang zijn bij het ontwikkelen en beheren van software. Tevens ga je aan de slag met veel verschillende test methodieken en test tools. De focus van de minor ligt op kwaliteit binnen de gehele Software Development Life Cycle (SDLC). De minor leert je grip te krijgen op zaken als beheersbaarheid, kwaliteit en testen bij het ontwikkelen van complexe informatiesystemen.",30,Breda,101,NLQF6,Nog niet bekend,,,,,[],0.32,72,5,31,2025-10-23
333,Smart Industry & Internet of Things,"big data, smart robotics, Artificial Intelligence, machine learning, IoT, smart industry, Industry 4.0
","Big data, smart robotics, artificial intelligence, machine learning……onderwerpen die steeds vaker in het nieuws komen. Het kan je moeilijk zijn ontgaan: we bevinden ons midden in de vierde industriële revolutie. Technologische ontwikkelingen leiden tot steeds snellere en meer ingrijpende veranderingen. Organisaties staan te springen om professionals die kunnen opereren op de grenzen van engineering, ICT en bedrijfskunde.
De academie ATIx (Academie voor Technologie en Innovatie) verzorgt opleidingen op alle drie de kennisgebieden (engineering , ICT en bedrijfskunde), waardoor het mogelijk is om de juiste kennis aan te bieden aan het bedrijfsleven. Als student ontwikkel je vaardigheden op meerdere vakgebieden die je kunt inzetten voor Smart Industry en Internet of Things oplossingen.","Big data, smart robotics, artificial intelligence, machine learning……onderwerpen die steeds vaker in het nieuws komen. Het kan je moeilijk zijn ontgaan: we bevinden ons midden in de vierde industriële revolutie. Technologische ontwikkelingen leiden tot steeds snellere en meer ingrijpende veranderingen. Organisaties staan te springen om professionals die kunnen opereren op de grenzen van engineering, ICT en bedrijfskunde.
De academie ATIx (Academie voor Technologie en Innovatie) verzorgt opleidingen op alle drie de kennisgebieden (engineering , ICT en bedrijfskunde), waardoor het mogelijk is om de juiste kennis aan te bieden aan het bedrijfsleven. Als student ontwikkel je vaardigheden op meerdere vakgebieden die je kunt inzetten voor Smart Industry en Internet of Things oplossingen.",30,Breda,101,NLQF6,"De volgende leerdoelen staan centraal tijdens deze minor:
 •	De student (her)ontwerpt bedrijfsprocessen en/of ondersteunende middelen door maximaal gebruik te maken van de nieuwste informatie en technologische ontwikkelingen, zodanig dat deze bedrijven efficiënter, flexibeler, kwalitatief beter en tailor-made kunnen produceren.
•	De student werkt samen in een multidisciplinair team, zodanig dat ze gezamenlijk tot een integrale oplossing komen.
 •	De student ontwikkelt kennis en vaardigheden op het gebied van Smart Industry middels het stellen van de juiste leervragen, zodanig dat hij/zij zijn ontwikkeldoelstellingen bereikt.",,,,,"['big', 'data', 'smart', 'robotics', 'artificial', 'intelligence', 'machine', 'learning', 'iot', 'smart', 'industry', 'industry', '40']",0.7,199,3,20,2025-09-22
334,Artifical Intelligence,,"We gaan met drie gebieden van ML aan de gang, namelijk supervised learning (leren op basis van gelabelde trainingsdata, bijvoorbeeld het herkennen van fruitsoorten op plaatjes), unsupervised learning (vinden van verborgen structuren in data, bijvoorbeeld het recommender system van YouTube) en reinforcement learning (leren door te interacteren met de omgeving, bijvoorbeeld een zelfrijdende auto). Daarnaast besteden we aandacht aan generative AI, het genereren van nieuwe data, bijvoorbeeld https://thispersondoesnotexist.com.","We gaan met drie gebieden van ML aan de gang, namelijk supervised learning (leren op basis van gelabelde trainingsdata, bijvoorbeeld het herkennen van fruitsoorten op plaatjes), unsupervised learning (vinden van verborgen structuren in data, bijvoorbeeld het recommender system van YouTube) en reinforcement learning (leren door te interacteren met de omgeving, bijvoorbeeld een zelfrijdende auto). Daarnaast besteden we aandacht aan generative AI, het genereren van nieuwe data, bijvoorbeeld https://thispersondoesnotexist.com.",30,Breda,101,NLQF6,Nog niet bekend,,,,,[],0.63,134,3,73,2025-09-21
335,Robotisering,,De robots komen eraan! De minor Robotisering heeft als doel om studenten kennis en ervaring te laten opdoen met de ontwikkeling van robots en robotsystemen die een bijdrage leveren aan onze samenleving en onze industrie.,De robots komen eraan! De minor Robotisering heeft als doel om studenten kennis en ervaring te laten opdoen met de ontwikkeling van robots en robotsystemen die een bijdrage leveren aan onze samenleving en onze industrie.,30,Breda,101,NLQF6,Nog niet bekend,,,,,[],0.33,159,2,63,2025-11-09
336,App-development,"MAUI, .NET, cybersecurity",In deze stammodule leren studenten een veilige app te maken met .NET MAUI.,In deze stammodule leren studenten een veilige app te maken met .NET MAUI.,15,Breda,101,NLQF5,"Ontwikkel een grafische app met een beveiligde backend voor een maatschappelijk relevant vraagstuk volgens de software development life cycle. 

Voer je project planmatig uit met behulp van de scrummethode en communiceer professioneel tijdens bijeenkomsten en in contact met de opdrachtgever. Onderbouw mondeling je visie en feedback met sterke argumenten.
Analyseer de probleemcontext, met speciale aandacht voor de maatschappelijke relevantie van de opdracht. Dit doe je door middel van een gedegen stakeholderanalyse. Achterhaal de requirements door backlog te bestuderen en een of meerdere stakeholders te interviewen.  Maak ook een risicoanalyse voor je ontwerp. 
Pas in je ontwerp een beveiligde client/server-architectuur toe met behulp van een RESTful web API en pas daarbij ontwerpprincipes toe voor 2D UX en gaming.
Realiseer zowel het client- als het serversubsysteem en houd rekening met beveiliging van de onderlinge communicatie.
Test de app met behulp van unit testen, acceptatietesten en de vastgestelde acceptatiecriteria van de stakeholders.
 Deploy en beheer je applicatiesysteem met behulp van CI/CD tools.",,,,,"['maui', 'net', 'cybersecurity']",0.48,323,4,24,2025-11-09
337,Industriële robotcel,"Robot, PLC, Smart camera, PLC","In deze stammodule leren studenten een systeem bestaande uit een robot en meerdere deelsystemen gecoordineerd te laten samenwerken. Nadruk ligt op systeemdenken, software en hardware-integratie","In deze stammodule leren studenten een systeem bestaande uit een robot en meerdere deelsystemen gecoordineerd te laten samenwerken. Nadruk ligt op systeemdenken, software en hardware-integratie",15,Breda,101,NLQF5,Nog niet bekend,,,,,"['robot', 'plc', 'smart', 'camera', 'plc']",0.89,67,1,49,2025-12-28
338,Realisatie energiewerktuig (1.3 WTB),"Thermodynamica, pomp",In deze stammodule leren studenten de eerste beginselen van de warme energitechniek waarbij ,In deze stammodule leren studenten de eerste beginselen van de warme energitechniek waarbij ,15,Breda,101,NLQF5,Nog niet bekend,,,,,"['thermodynamica', 'pomp']",0.46,351,2,49,2025-12-21
339,Onderzoekslab Energie- en Materiaaltransitie,,"Vind jij het ook belangrijk om positief bij te dragen aan de maatschappij voor jezelf en toekomstige generaties? En wil je ook nog jouw onderzoeksskills verbeteren? Heb je nog een minor te kiezen of 15 studiepunten openstaan van je stage of een EPS-traject? 
Doe dan mee aan een onderzoeksproject naar keuze in een lectoraat in het Avans zwaartepunt Transities in energie en materiaal! ","Vind jij het ook belangrijk om positief bij te dragen aan de maatschappij voor jezelf en toekomstige generaties? En wil je ook nog jouw onderzoeksskills verbeteren? Heb je nog een minor te kiezen of 15 studiepunten openstaan van je stage of een EPS-traject? 
Doe dan mee aan een onderzoeksproject naar keuze in een lectoraat in het Avans zwaartepunt Transities in energie en materiaal! ",30,Breda,101,NLQF6,Nog niet bekend,,,,,[],0.39,314,2,78,2025-09-04
340,AI Translator,,"Kunstmatige intelligentie of AI wordt snel belangrijker en komt steeds vaker voor in onze wereld. Doorbraken stapelen zich op en AI-systemen hebben overal invloed op: van filters voor sociale media, slimme chatbot (GPT), health-tech, energie transitie tot Netflix aanbevelingen …
Tegelijkertijd zijn er ook bedreigingen waarmee we worden geconfronteerd die ons werk uitdagen, onze privacy schenden, groepen discrimineren en gevallen waarin het fout ging … om er maar een paar te noemen de toeslagenaffaire, Cambridge analytica, bijstandaffaire …
Mensen die AI-systemen ontwerpen, kijken vaak met een technisch oog en negeren de maatschappelijke of individuele gevolgen van deze systemen. Er komt zoveel meer bij kijken dan het oplossen van het probleem binnen de techniek, hoe ga je mensen en bedrijfsprocessen hierin betrekken?

Er is een dringende behoefte om het technische aspect te vertalen naar de real-world implementatie. We hebben mensen nodig die als liaison fungeren en de kloof overbruggen tussen de kennis die wordt gegenereerd door AI-systemen en de domeinkennis van gebruikers.
Als AI-Vertaler, je vertaalt complexe praktijksituaties naar AI-experts, data wetenschappers, begeleidt het proces op inhoud en zorgt ervoor dat het resultaat wordt ingebed in die praktijk.
Je bepaalt niet alleen wat kan en mag (het technologische en juridische vraagstuk), maar ook wat wenselijk en verantwoord is (het ethische en maatschappelijke vraagstuk). Je vertaalt dit naar business cases.","Kunstmatige intelligentie of AI wordt snel belangrijker en komt steeds vaker voor in onze wereld. Doorbraken stapelen zich op en AI-systemen hebben overal invloed op: van filters voor sociale media, slimme chatbot (GPT), health-tech, energie transitie tot Netflix aanbevelingen …
Tegelijkertijd zijn er ook bedreigingen waarmee we worden geconfronteerd die ons werk uitdagen, onze privacy schenden, groepen discrimineren en gevallen waarin het fout ging … om er maar een paar te noemen de toeslagenaffaire, Cambridge analytica, bijstandaffaire …
Mensen die AI-systemen ontwerpen, kijken vaak met een technisch oog en negeren de maatschappelijke of individuele gevolgen van deze systemen. Er komt zoveel meer bij kijken dan het oplossen van het probleem binnen de techniek, hoe ga je mensen en bedrijfsprocessen hierin betrekken?

Er is een dringende behoefte om het technische aspect te vertalen naar de real-world implementatie. We hebben mensen nodig die als liaison fungeren en de kloof overbruggen tussen de kennis die wordt gegenereerd door AI-systemen en de domeinkennis van gebruikers.
Als AI-Vertaler, je vertaalt complexe praktijksituaties naar AI-experts, data wetenschappers, begeleidt het proces op inhoud en zorgt ervoor dat het resultaat wordt ingebed in die praktijk.
Je bepaalt niet alleen wat kan en mag (het technologische en juridische vraagstuk), maar ook wat wenselijk en verantwoord is (het ethische en maatschappelijke vraagstuk). Je vertaalt dit naar business cases.",30,Breda,101,NLQF6,Nog niet bekend,,,,,[],0.62,189,4,76,2025-12-03
341,Minor AquaCycle: Circular Water Technology,"Water technology, circularity, water chain, reuse, multidisciplinarity","In 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. In the 2nd, you'll design and develop innovative systems related to circular water technology at a company. This will be done with a small multidisciplinary group of students as an internship.","In 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. In the 2nd, you'll design and develop innovative systems related to circular water technology at a company. This will be done with a small multidisciplinary group of students as an internship.",30,Breda en Den Bosch,101,NLQF6,"• Learning outcome - Integration of theory and practice in circular water technology: The student demonstrates a comprehensive understanding of circular water technology. This includes the ability to perform area analysis, quantify available water, and apply biological, physical, and chemical purification techniques. The student will also demonstrate the ability to set up mass balances, understand sewage systems, and explore innovative technologies for water reuse. In addition to this theoretical knowledge, the student will gain practical skills, including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses.",,,,,"['water', 'technology', 'circularity', 'water', 'chain', 'reuse', 'multidisciplinarity']",0.94,179,1,36,2025-11-14
342,Module Intro to Material and Energy Transition,"energy transition, material transition, centre of expertise, research, interdisciplinary","module 2.3. Get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. Get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. There is freedom in the topic you work on. The module includes workshops on research and different content from energy and material science.","module 2.3. Get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. Get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. There is freedom in the topic you work on. The module includes workshops on research and different content from energy and material science.",15,Breda,101,NLQF5,"• Learning outcome project: The student optimizes a part of a given water chain of a real-life project in a multidisciplinary group, based on the principles of circularity, considering water quality, water quantity and the environment. The students make one design sketch from all partial results and relate this to the relevant SDGs 6,9,11,13 and 14.           ",,,,,"['energy', 'transition', 'material', 'transition', 'centre', 'of', 'expertise', 'research', 'interdisciplinary']",0.46,335,5,67,2025-11-01
343,Minor Biopolymeren/Circulaire Polymeren,"materiaal transitie, onderzoek als vorm van onderwijs, interdisciplinair","De minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. De ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. Het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.","De minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. De ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. Het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.",30,Breda,101,NLQF6,• Learning outcome internship: The student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group. This results in a relevant professional product for the company.                                                                                 ,,,,,"['materiaal', 'transitie', 'onderzoek', 'als', 'vorm', 'van', 'onderwijs', 'interdisciplinair']",0.74,280,5,66,2025-11-01
344,Module Forensisch Laboratorium Onderzoek,"forensisch onderzoek, sporenanalyse, data analyse, scenario denken, strafrecht","FLO gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. Vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.","FLO gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. Vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.",15,Breda en Den Bosch,101,NLQF5,"* learning outcome design thinking / multidisciplinary professional cooperation in research: The student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines (multidisciplinary) using biomimicry and design-thinking and agile planning, while realizing how to deploy different disciplines. This shows from the group dynamics and reflection.",,,,,"['forensisch', 'onderzoek', 'sporenanalyse', 'data', 'analyse', 'scenario', 'denken', 'strafrecht']",0.8,63,2,42,2025-12-03
345,Chemie & Gezondheid,"medicinale chemie, organische chemie, bioanalytische chemie, data chemie","Chemie & Gezondheid (werktitel) gaat over voeding, medicijnen","Chemie & Gezondheid (werktitel) gaat over voeding, medicijnen",15,Breda en Den Bosch,101,NLQF5,,,,,,"['medicinale', 'chemie', 'organische', 'chemie', 'bioanalytische', 'chemie', 'data', 'chemie']",0.45,500,1,34,2025-12-04
346,Minor Drug Discovery,"organische chemie, biochemie, interdisciplinair, farmaceutisch onderzoek","Studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding","Studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding",30,Breda,101,NLQF6,* learning outcome problem solving: student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition. This solution is substantiated with research results (practical and theoretical) and can be illustrated in a product or a product,,,,,"['organische', 'chemie', 'biochemie', 'interdisciplinair', 'farmaceutisch', 'onderzoek']",0.77,453,2,56,2025-09-24
347,Minor AquaCycle: Circular Water Technology,"Water technology, circularity, water chain, reuse, multidisciplinarity","In 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. In the 2nd, you'll design and develop innovative systems related to circular water technology at a company. This will be done with a small multidisciplinary group of students as an internship.","In 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. In the 2nd, you'll design and develop innovative systems related to circular water technology at a company. This will be done with a small multidisciplinary group of students as an internship.",30,Breda en Den Bosch,101,NLQF6,"• Learning outcome - Integration of theory and practice in circular water technology: The student demonstrates a comprehensive understanding of circular water technology. This includes the ability to perform area analysis, quantify available water, and apply biological, physical, and chemical purification techniques. The student will also demonstrate the ability to set up mass balances, understand sewage systems, and explore innovative technologies for water reuse. In addition to this theoretical knowledge, the student will gain practical skills, including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses.",,,,,"['water', 'technology', 'circularity', 'water', 'chain', 'reuse', 'multidisciplinarity']",0.54,110,3,40,2025-10-25
348,Module Intro to Material and Energy Transition,"energy transition, material transition, centre of expertise, research, interdisciplinary","module 2.3. Get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. Get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. There is freedom in the topic you work on. The module includes workshops on research and different content from energy and material science.","module 2.3. Get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. Get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. There is freedom in the topic you work on. The module includes workshops on research and different content from energy and material science.",15,Breda,101,NLQF5,"• Learning outcome project: The student optimizes a part of a given water chain of a real-life project in a multidisciplinary group, based on the principles of circularity, considering water quality, water quantity and the environment. The students make one design sketch from all partial results and relate this to the relevant SDGs 6,9,11,13 and 14.           ",,,,,"['energy', 'transition', 'material', 'transition', 'centre', 'of', 'expertise', 'research', 'interdisciplinary']",0.71,490,2,33,2025-09-09
349,Minor Biopolymeren/Circulaire Polymeren,"materiaal transitie, onderzoek als vorm van onderwijs, interdisciplinair","De minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. De ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. Het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.","De minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. De ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. Het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.",30,Breda,101,NLQF6,• Learning outcome internship: The student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group. This results in a relevant professional product for the company.                                                                                 ,,,,,"['materiaal', 'transitie', 'onderzoek', 'als', 'vorm', 'van', 'onderwijs', 'interdisciplinair']",0.71,273,2,21,2025-12-28
350,Module Forensisch Laboratorium Onderzoek,"forensisch onderzoek, sporenanalyse, data analyse, scenario denken, strafrecht","FLO gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. Vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.","FLO gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. Vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.",15,Breda en Den Bosch,101,NLQF5,"* learning outcome design thinking / multidisciplinary professional cooperation in research: The student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines (multidisciplinary) using biomimicry and design-thinking and agile planning, while realizing how to deploy different disciplines. This shows from the group dynamics and reflection.",,,,,"['forensisch', 'onderzoek', 'sporenanalyse', 'data', 'analyse', 'scenario', 'denken', 'strafrecht']",0.65,62,5,30,2025-09-03
351,Chemie & Gezondheid,"medicinale chemie, organische chemie, bioanalytische chemie, data chemie","Chemie & Gezondheid (werktitel) gaat over voeding, medicijnen","Chemie & Gezondheid (werktitel) gaat over voeding, medicijnen",15,Breda en Den Bosch,101,NLQF5,,,,,,"['medicinale', 'chemie', 'organische', 'chemie', 'bioanalytische', 'chemie', 'data', 'chemie']",0.36,69,5,70,2025-12-24
352,Minor Drug Discovery,"organische chemie, biochemie, interdisciplinair, farmaceutisch onderzoek","Studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding","Studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding",30,Breda,101,NLQF6,* learning outcome problem solving: student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition. This solution is substantiated with research results (practical and theoretical) and can be illustrated in a product or a product,,,,,"['organische', 'chemie', 'biochemie', 'interdisciplinair', 'farmaceutisch', 'onderzoek']",0.84,117,5,58,2025-10-01
